Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
2 BHK Apartment for Sale in Marathahalli Bangalore,₹1.15 Cr,Samhita Serenity,3+,₹9020 per sqft,Super Area,1275 sqft,Status,Ready to Move,Floor,4 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
2 BHK Apartment for Sale in Marathahalli Bangalore,₹70 Lac,,N/A,₹8750 per sqft,Super Area,800 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,,
5 BHK Builder Floor for Sale in Marathahalli Bangalore,₹11 Cr,RGA tech Park,1,₹4231 per sqft,Carpet Area,25000 sqft,Status,Ready to Move,Floor,Ground out of 5,Transaction,New Property,Furnishing,Furnished,overlooking,"Pool, Garden/Park, Main Road",Ownership,Freehold,,,Bathroom,5,Balcony,5
2 BHK Apartment for Sale in Marathahalli Bangalore,₹1.70 Cr,Durga Petals,7+,₹12908 per sqft,Carpet Area,902 sqft,Status,Ready to Move,Floor,7 out of 14,Transaction,New Property,Furnishing,Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,,,Bathroom,2,Balcony,1
3 BHK Apartment for Sale in Marathahalli Bangalore,₹2.78 Cr,Durga Petals,10+,₹16421 per sqft,Carpet Area,1693 sqft,Status,Ready to Move,Floor,12 out of 14,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Pool, Garden/Park, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹92 Lac,Saritha Opulence,17+,₹7302 per sqft,Carpet Area,900 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,,,Bathroom,2,Balcony,1
3 BHK Apartment for Sale in Marathahalli Bangalore,₹2.60 Cr,Durga Petals,21+,₹16927 per sqft,Carpet Area,1200 sqft,Status,Ready to Move,Floor,11 out of 14,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,11 Covered,Bathroom,2,Balcony,2
3 BHK Villa for Sale in Marathahalli Bangalore,₹3.65 Cr,Vaswani Whispering Palms,16+,₹11824 per sqft,Carpet Area,2778 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,3,Balcony,3
2 BHK Apartment for Sale in Marathahalli Bangalore,₹79 Lac,,13+,₹7524 per sqft,Super Area,1050 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,Resale,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,2,Balcony,3
3 BHK Apartment for Sale in Marathahalli Bangalore,₹1.80 Cr,Purvi Mithila,15+,₹10405 per sqft,Carpet Area,1730 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Unfurnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,,,Bathroom,3,Balcony,4
"4 BHK Apartment for Sale in AECS Layout, Marathahalli",₹3.55 Cr,Vaswani Reserve,11+,₹10143 per sqft,Carpet Area,3000 sqft,Status,Ready to Move,Floor,15 out of 16,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,4,Balcony,3
2 BHK Builder Floor for Sale in Marathahalli Bangalore,₹80 Lac,,N/A,₹6944 per sqft,Super Area,1152 sqft,Status,Ready to Move,Floor,3 out of 6,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,,
Plot/Land for Sale in Marathahalli Bangalore,₹1.17 Cr,,N/A,₹4500 per sqft,Plot Area,2600 sqft,Under Construction,Poss. by Oct '12,,,Transaction,Resale,,,overlooking,Garden/Park,Ownership,Freehold,,,,,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹80 Lac,Uniidus Breeze,17+,₹8081 per sqft,Super Area,990 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Unfurnished,overlooking,Main Road,Ownership,Freehold,,,Bathroom,2,Balcony,1
4 BHK Apartment for Sale in Marathahalli Bangalore,₹1.40 Cr,,N/A,₹6364 per sqft,Super Area,2200 sqft,Status,Ready to Move,Floor,3 out of 5,Transaction,Resale,Furnishing,Furnished,,,,,,,Bathroom,4,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹56 Lac,,3+,₹4956 per sqft,Carpet Area,920 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
3 BHK Villa for Sale in Marathahalli Bangalore,₹3.45 Cr,,3+,N/A,Carpet Area,1900 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
2 BHK Apartment for Sale in Marathahalli Bangalore,Call for Price,,N/A,N/A,Super Area,1020 sqft,,,,,Transaction,Resale,,,,,,,,,,,,
1 BHK House for Sale in Marathahalli Bangalore,₹1.18 Cr,,1,₹9875 per sqft,Super Area,1200 sqft,Status,Ready to Move,Floor,Ground out of 1,Transaction,Resale,Furnishing,Unfurnished,,,,,,,Bathroom,1,,
3 BHK Villa for Sale in Marathahalli Bangalore,₹2.80 Cr,Purva Parkridge,9+,₹12739 per sqft,Carpet Area,1998 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Marathahalli Bangalore,₹1.30 Cr,Vaswani Tranquil,12+,₹8125 per sqft,Carpet Area,1280 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Marathahalli Bangalore,₹3.93 Cr,,N/A,₹13505 per sqft,Super Area,2910 sqft,Under Construction,Poss. by Dec '25,,,Transaction,New Property,Furnishing,Unfurnished,,,,,Car Parking,1 Covered,Bathroom,4,,
3 BHK Apartment for Sale in Marathahalli Bangalore,₹3.99 Cr,,N/A,₹12871 per sqft,Super Area,3100 sqft,Under Construction,Poss. by Dec '25,,,Transaction,New Property,Furnishing,Unfurnished,,,,,Car Parking,1 Covered,Bathroom,4,,
3 BHK Apartment for Sale in Marathahalli Bangalore,₹2.79 Cr,Durga Petals,11+,₹16480 per sqft,Carpet Area,1693 sqft,Status,Ready to Move,Floor,12 out of 14,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Pool, Garden/Park, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,1
3 BHK Villa for Sale in Marathahalli Bangalore,₹3.65 Cr,Vaswani Whispering Palms,15+,₹11824 per sqft,Carpet Area,2750 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
Plot/Land for Sale in Marathahalli Bangalore,₹1.90 Cr,,N/A,₹9472 per sqft,Plot Area,2006 sqft,,,floors allowed for construction,Congo,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
4 BHK Apartment for Sale in Marathahalli Bangalore,₹5.55 Cr,,N/A,₹13636 per sqft,Super Area,4070 sqft,Under Construction,Poss. by Dec '25,,,Transaction,New Property,Furnishing,Unfurnished,,,,,Car Parking,1 Covered,Bathroom,5,,
4 BHK House for Sale in Marathahalli Bangalore,₹3.60 Cr,,19+,₹13846 per sqft,Carpet Area,2300 sqft,Status,Ready to Move,Floor,1 out of 2,Transaction,Resale,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,4,Balcony,1
3 BHK Apartment for Sale in Marathahalli Bangalore,₹3.25 Cr,Assetz East Point,16+,₹14977 per sqft,Carpet Area,1550 sqft,Status,Ready to Move,Floor,Ground out of 12,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,,,Bathroom,3,Balcony,2
"Plot/Land for Sale in Karthik Nagar, Marathahalli",Call for Price,,N/A,N/A,Plot Area,1500 sqft,,,floors allowed for construction,1,Transaction,Resale,,,overlooking,Garden/Park,Ownership,Freehold,,,,,,
3 BHK Apartment for Sale in Marathahalli Bangalore,₹2 Cr,Rohan Vasantha,19+,₹12195 per sqft,Super Area,1640 sqft,Status,Ready to Move,Floor,9 out of 11,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,3
"3 BHK Apartment for Sale in AECS Layout, Marathahalli",₹80 Lac,Fortune Sunnyvale,4+,₹7175 per sqft,Super Area,1115 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
Plot/Land for Sale in Marathahalli Bangalore,₹1.56 Cr,,N/A,₹13000 per sqft,Plot Area,1200 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
Plot/Land for Sale in Marathahalli Bangalore,₹1.56 Cr,,N/A,₹13000 per sqft,Plot Area,1200 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
Plot/Land for Sale in Marathahalli Bangalore,₹1.56 Cr,,N/A,₹13000 per sqft,Plot Area,1200 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
3 BHK Apartment for Sale in Marathahalli Bangalore,₹3.50 Cr,Assetz East Point,6+,₹16129 per sqft,Carpet Area,1519 sqft,Status,Ready to Move,Floor,Ground out of 1,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Marathahalli Bangalore,₹3.14 Cr,Prestige Sunnyside Oak,1,₹14776 per sqft,Carpet Area,1925 sqft,Status,Ready to Move,Floor,Ground out of 12,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
2 BHK Apartment for Sale in Marathahalli Bangalore,₹52.2 Lac,Aryan Moonstone,10+,₹4619 per sqft,Carpet Area,904 sqft,Status,Ready to Move,Floor,1 out of 5,Transaction,Resale,Furnishing,Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
Plot/Land for Sale in Marathahalli Bangalore,₹2 Cr,,1,₹16667 per sqft,Plot Area,1200 sqft,,,floors allowed for construction,4,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
"3 BHK Apartment for Sale in AECS Layout, Marathahalli",₹1.30 Cr,Sumadhuras Sandoval,2+,₹8387 per sqft,Super Area,1550 sqft,Status,Ready to Move,Floor,1 out of 6,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
7 BHK Villa for Sale in Marathahalli Bangalore,Call for Price,,N/A,N/A,Super Area,1560 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,,,,
5 BHK Apartment for Sale in Marathahalli Bangalore,₹7.50 Cr,Mantri Espana,1,N/A,Carpet Area,4161 sqft,Status,Ready to Move,Floor,5 out of 10,Transaction,Resale,Furnishing,Unfurnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,Car Parking,"1 Covered,",Bathroom,5,Balcony,2
4 BHK Apartment for Sale in Marathahalli Bangalore,₹6.30 Cr,Mantri Espana,9+,₹15711 per sqft,Super Area,4010 sqft,Status,Ready to Move,Floor,5 out of 14,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,,,Bathroom,5,Balcony,4
