Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.90 Cr,Puravankara Purva Zenium,20+,₹11249 per sqft,Carpet Area,1153 sqft,Status,Ready to Move,Floor,4 out of 13,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Pool, Garden/Park",Ownership,Freehold,,,Bathroom,3,,
Plot/Land for Sale in New International Airport Road Bangalore,₹1.11 Cr,Le Lexuz Stoneview,8+,₹556 per sqft,Plot Area,20060 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.85 Cr,Purva Zenium 2,7+,₹10493 per sqft,Super Area,1763 sqft,Under Construction,Poss. by Jun '27,,,Transaction,New Property,Furnishing,Semi-Furnished,,,,,,,Bathroom,3,,
2 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.45 Cr,Purva Zenium 2,7+,₹11373 per sqft,Super Area,1275 sqft,Under Construction,Poss. by Jun '27,,,Transaction,New Property,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,,
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.65 Cr,Purva Zenium 2,7+,₹11074 per sqft,Super Area,1490 sqft,Under Construction,Poss. by Jun '27,,,Transaction,New Property,Furnishing,Semi-Furnished,,,,,,,Bathroom,3,,
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.30 Cr,Puravankara Purva Zenium,12+,₹7554 per sqft,Super Area,1721 sqft,Status,Ready to Move,Floor,9 out of 15,Transaction,Resale,Furnishing,Unfurnished,,,,,,,Bathroom,3,,
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.60 Cr,Puravankara Purva Zenium,17+,₹10724 per sqft,Carpet Area,1031 sqft,Status,Ready to Move,Floor,13 out of 13,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,,
2 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.15 Cr,Puravankara Purva Zenium,19+,₹9551 per sqft,Carpet Area,850 sqft,Status,Ready to Move,Floor,1 out of 10,Transaction,New Property,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,,,Bathroom,2,Balcony,1
2 BHK Apartment for Sale in New International Airport Road Bangalore,Call for Price,Purva Zenium 2,1,N/A,Super Area,1063 sqft,Under Construction,Poss. by Oct '26,Floor,10 out of 15,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool",Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
3 BHK Apartment for Sale in New International Airport Road Bangalore,Call for Price,Purva Zenium 2,1,N/A,Super Area,1332 sqft,Under Construction,Poss. by Oct '26,Floor,10 out of 15,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool",Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
